position, player, projection, salary
C, Matt Bonner, 1.7603, 3500
C, Tim Duncan, 24.115099999999998, 6000
SG, Manu Ginobili, 20.6568, 4600
SG, Danny Green, 16.7417, 3800
SF, Richard Jefferson, 7.9365000000000006, 3500
PG, Cory Joseph, 12.1907, 3700
SF, Kawhi Leonard, 31.957200000000004, 8500
PG, Chris Paul, 38.7336, 9000
PF, Jason Smith, 12.2559, 3500
SF, Tony Allen, 17.092, 3900
PF, Darrell Arthur, 11.6021, 3500
PG, Mike Conley, 30.2423, 6500
C, Marc Gasol, 31.825000000000003, 7800
PF, Zach Randolph, 30.227400000000003, 6500
SF, Chase Budinger, 11.4489, 3500
PG, Goran Dragic, 25.9747, 5800
PF, Jordan Hill, 19.3172, 4800
SG, Courtney Lee, 20.6797, 4400
PG, Kyle Lowry, 40.7812, 8900
SG, Kevin Martin, 12.424800000000001, 3900
SF, Marcus Morris, 19.9745, 5200
PF, Patrick Patterson, 14.362, 3600
PF, Luis Scola, 21.2234, 4400
C, Ian Mahinmi, 20.1602, 5000
PF, Dirk Nowitzki, 26.4738, 6900
SF, Jeremy Evans, 3.3783000000000003, 3500
PG, Devin Harris, 11.0104, 3600
SF, Gordon Hayward, 33.5949, 7600
C, Enes Kanter, 22.384600000000002, 4800
SF, C.J. Miles, 22.6255, 4400
C, Cole Aldrich, 19.4814, 4000
C, Nick Collison, 2.6222, 3500
SF, Kevin Durant, 44.5507, 9900
PF, Serge Ibaka, 28.6856, 6500
PG, Reggie Jackson, 28.0323, 7200
C, Kendrick Perkins, 5.5621, 3500
SG, Raymond Felton, 19.660300000000003, 4800
SF, Wesley Matthews, 21.5225, 5100
SF, Bojan Bogdanovic, 23.720200000000002, 4400
SG, Wayne Ellington, 17.044200000000004, 3800
PF, Kevin Love, 28.9994, 7400
SF, Chandler Parsons, 22.4037, 5100
PG, Ricky Rubio, 33.9101, 7600
PF, Anthony Tolliver, 13.648800000000001, 3600
SF, Derrick Williams, 17.270699999999998, 3800
SG, Arron Afflalo, 23.1661, 4600
PF, Kenneth Faried, 29.7605, 6500
SF, Danilo Gallinari, 29.436, 7100
PG, Andre Miller, 5.4129000000000005, 3500
C, Timofey Mozgov, 11.4601, 3500
SG, Tyreke Evans, 34.2858, 7500
PG, Isaiah Thomas, 33.984700000000004, 8100
C, Hassan Whiteside, 33.6535, 7600
SF, Vince Carter, 3.6578999999999997, 3500
SF, Jared Dudley, 13.9844, 3900
PF, Channing Frye, 12.5748, 3500
C, Marcin Gortat, 32.3742, 7000
C, Robin Lopez, 25.6626, 4100
PF, Markieff Morris, 13.034, 4400
SF, Matt Barnes, 18.819899999999997, 5000
PG, Steve Blake, 12.137500000000001, 3500
SF, Al-Farouq Aminu, 20.6702, 5100
SG, Randy Foye, 10.8749, 3500
SG, Eric Gordon, 19.895200000000003, 4800
C, DeAndre Jordan, 37.3643, 7900
C, Chris Kaman, 0.8297000000000001, 3500
PG, Mo Williams, 8.207400000000002, 4200
C, Louis Amundson, 4.9823, 3500
SG, Monta Ellis, 28.0488, 6000
PF, David Lee, 18.279600000000002, 4100
PG, Jeremy Lin, 25.134600000000002, 5300
PF, Andrea Bargnani, 4.4056999999999995, 3500
PG, Jose Calderon, 19.717299999999998, 4100
PF, Ed Davis, 12.3473, 3800
SG, DeMar DeRozan, 35.678599999999996, 8200
C, Amir Johnson, 20.518100000000004, 4400
SF, James Johnson, 10.940800000000001, 3500
C, Jonas Valanciunas, 23.273900000000005, 5600
PF, Lavoy Allen, 15.2209, 3600
PF, Spencer Hawes, 14.829700000000003, 3800
PG, Jrue Holiday, 21.9797, 5600
SG, Evan Turner, 26.941300000000002, 5700
C, Nikola Vucevic, 28.3049, 7500
PF, Thaddeus Young, 33.220200000000006, 7100
SF, Carmelo Anthony, 38.9626, 8600
PG, Toney Douglas, 2.8215000000000003, 3500
SG, Iman Shumpert, 13.3682, 4100
C, Brook Lopez, 42.5657, 8500
SG, Anthony Morrow, 12.3535, 3600
PG, Deron Williams, 18.2198, 6200
PF, Kevin Garnett, 13.366700000000002, 3500
SF, Jeff Green, 21.7732, 4800
SF, Paul Pierce, 17.141099999999998, 3900
PF, Tobias Harris, 23.6448, 5900
PF, Ersan Ilyasova, 23.8336, 5200
SG, Brandon Jennings, 14.4644, 5500
PF, Jon Leuer, 19.0918, 4400
PG, Beno Udrih, 7.1392, 3500
SF, Paul George, 38.993900000000004, 8900
PG, George Hill, 26.61, 5600
SF, Lance Stephenson, 5.083200000000001, 3500
PF, Jonas Jerebko, 8.5174, 3500
PG, Brandon Knight, 29.469, 6700
SF, Kyle Singler, 6.2506, 3500
PG, Rodney Stuckey, 17.1322, 4500
PF, Charlie Villanueva, 7.431100000000001, 3500
SF, Alonzo Gee, 6.8875, 3500
PG, Kyrie Irving, 24.5953, 7600
PG, Ramon Sessions, 22.405600000000003, 4300
PF, Tristan Thompson, 21.590700000000002, 4700
C, Anderson Varejao, 5.6243, 3500
C, Omer Asik, 10.330400000000001, 3500
SF, Luol Deng, 17.6682, 4400
PF, Trevor Booker, 18.9739, 4300
C, JaVale McGee, 7.122, 3500
C, Kevin Seraphin, 5.6796, 3500
PG, John Wall, 43.779900000000005, 9900
PF, Ryan Anderson, 23.1737, 5700
PG, Jameer Nelson, 29.910800000000002, 5500
SG, J.J. Redick, 14.496500000000001, 5000
C, Joel Anthony, 2.9199, 3500
PF, Chris Bosh, 37.6219, 7900
PG, Mario Chalmers, 18.9083, 4300
PG, Norris Cole, 24.0443, 4400
PF, Udonis Haslem, 3.8794999999999997, 3500
SF, LeBron James, 36.7911, 9700
SF, Mike Miller, 4.8703, 3500
SG, Dwyane Wade, 30.8749, 7300
PG, D.J. Augustin, 6.061100000000001, 3500
C, Bismack Biyombo, 18.0605, 4800
SF, Dante Cunningham, 2.9802, 3500
PF, Boris Diaw, 20.889000000000003, 4200
SG, Gerald Henderson, 11.0469, 3500
PG, Kemba Walker, 44.882600000000004, 8700
SG, Joe Johnson, 18.7394, 5200
C, Zaza Pachulia, 32.4457, 6600
PF, Josh Smith, 8.8665, 3500
PF, Marvin Williams, 19.079900000000002, 4700
PF, Nene Hilario, 0.9873000000000001, 4100
C, Tyson Chandler, 17.9017, 4000
PF, David West, 18.7925, 3900
PG, Russell Westbrook, 50.1004, 10700
SF, James Jones, 6.9231, 3500
PF, Kris Humphries, 11.3675, 3500
SG, J.R. Smith, 18.0874, 4600
C, Alexis Ajinca, 8.0963, 3500
PG, Patrick Mills, 1.6713, 3800
SG, Garrett Temple, 16.8061, 4200
SG, Jamal Crawford, 17.4531, 3800
SG, Sasha Vujacic, 2.1468000000000003, 3500
SF, Tayshaun Prince, 11.8209, 3500
PG, Ronnie Price, 15.6807, 3600
SF, Wesley Johnson, 16.6248, 3700
PG, Sonny Weems, 4.3102, 3500
C, Amar'e Stoudemire, 8.9792, 3500
PF, Lance Thomas, 11.7105, 4000
SF, Gerald Green, 16.9848, 3800
SF, P.J. Tucker, 17.5619, 4300
PG, Donald Sloan, 11.7287, 3500
PF, Andrew Nicholson, 13.880200000000002, 3600
SF, Will Barton, 34.1282, 7300
PG, Jared Cunningham, 4.2655, 3500
PF, Mirza Teletovic, 17.7498, 3900
PG, Brian Roberts, 7.794899999999999, 3500
PG, Pablo Prigioni, 7.6709000000000005, 3500
SF, Maurice Harkless, 17.257199999999997, 3600
PF, Kyle O'Quinn, 11.3559, 3800
SG, John Jenkins, 4.2417, 3500
SG, Jeremy Lamb, 21.657500000000002, 4500
SF, Jae Crowder, 30.3409, 6200
SF, Evan Fournier, 19.247700000000002, 5000
SG, Dion Waiters, 13.877400000000002, 4000
C, Tyler Zeller, 5.781200000000001, 3500
C, Thomas Robinson, 5.8629, 3500
PF, Jared Sullinger, 19.198, 5600
PG, Austin Rivers, 16.6508, 4000
C, Andre Drummond, 39.0848, 9200
SF, Terrence Ross, 14.7528, 3900
PF, Meyers Leonard, 18.5822, 4000
PG, Damian Lillard, 34.585499999999996, 8800
PF, Anthony Davis, 45.2245, 10200
C, Aron Baynes, 12.053400000000002, 3700
SG, Victor Oladipo, 23.6094, 5700
SF, Otto Porter, 29.128500000000003, 5900
C, Cody Zeller, 25.244400000000002, 4700
C, Alex Len, 10.2868, 4300
SG, Kentavious Caldwell-Pope, 24.6903, 5900
PG, Trey Burke, 24.907700000000002, 4900
SG, C.J. McCollum, 32.5922, 8200
C, Steven Adams, 18.9739, 4200
C, Kelly Olynyk, 19.1509, 4300
SG, Shabazz Muhammad, 16.5028, 3900
PG, Shane Larkin, 13.5657, 4300
PF, Gorgui Dieng, 21.3899, 5000
C, Mason Plumlee, 17.6312, 5000
SF, Solomon Hill, 13.112900000000002, 3500
SG, Andre Roberson, 13.698300000000001, 3500
SG, Archie Goodwin, 7.8675, 3500
SG, Allen Crabbe, 21.268700000000003, 4600
C, Jeff Withey, 29.887100000000004, 4700
PG, Raul Neto, 8.5394, 3500
C, Joffrey Lauvergne, 17.4266, 3900
PG, Matthew Dellavedova, 17.6963, 4400
C, Dewayne Dedmon, 5.8364, 3500
SF, Andrew Wiggins, 29.3974, 6600
SF, Aaron Gordon, 16.7106, 3600
PG, Marcus Smart, 13.287700000000001, 4800
PF, Noah Vonleh, 12.9255, 3500
PG, Zach LaVine, 11.1829, 4300
SF, T.J. Warren, 13.009899999999998, 4300
PF, Adreian Payne, 6.882500000000001, 3500
C, Jusuf Nurkic, 6.1742, 3900
SG, Gary Harris, 22.0886, 4300
SG, Rodney Hood, 30.036, 5600
PG, Shabazz Napier, 8.9349, 3500
SG, P.J. Hairston, 6.176, 3500
SF, Kyle Anderson, 6.6991000000000005, 3500
PF, Glenn Robinson III, 2.6375, 3500
SG, Markel Brown, 1.8027000000000002, 3500
PF, Dwight Powell, 12.012699999999999, 3500
