position, player, projection, salary
C, Matt Bonner, 1.7201, 3500
C, Tim Duncan, 23.971699999999995, 6000
SG, Manu Ginobili, 20.685599999999997, 4600
SG, Danny Green, 16.913899999999998, 3800
SF, Richard Jefferson, 8.2455, 3500
PG, Cory Joseph, 11.9969, 3700
SF, Kawhi Leonard, 31.6524, 8500
PG, Chris Paul, 38.9112, 9000
PF, Jason Smith, 12.885299999999999, 3500
SF, Tony Allen, 17.163999999999998, 3900
PF, Darrell Arthur, 11.800699999999999, 3500
PG, Mike Conley, 30.2141, 6500
C, Marc Gasol, 31.675, 7800
PF, Zach Randolph, 30.475800000000003, 6500
SF, Chase Budinger, 11.616299999999999, 3500
PG, Goran Dragic, 25.924899999999997, 5800
PF, Jordan Hill, 19.3724, 4800
SG, Courtney Lee, 20.9599, 4400
PG, Kyle Lowry, 40.86039999999999, 8900
SG, Kevin Martin, 12.7416, 3900
SF, Marcus Morris, 19.7915, 5200
PF, Patrick Patterson, 14.254, 3600
PF, Luis Scola, 21.2078, 4400
C, Ian Mahinmi, 20.0534, 5000
PF, Dirk Nowitzki, 26.424599999999998, 6900
SF, Jeremy Evans, 3.3260999999999994, 3500
PG, Devin Harris, 10.7368, 3600
SF, Gordon Hayward, 33.7983, 7600
C, Enes Kanter, 22.3282, 4800
SF, C.J. Miles, 22.8085, 4400
C, Cole Aldrich, 20.293799999999997, 4000
C, Nick Collison, 2.4074, 3500
SF, Kevin Durant, 44.716899999999995, 9900
PF, Serge Ibaka, 28.6952, 6500
PG, Reggie Jackson, 27.9441, 7200
C, Kendrick Perkins, 5.5207, 3500
SG, Raymond Felton, 19.6201, 4800
SF, Wesley Matthews, 21.5075, 5100
SF, Bojan Bogdanovic, 23.9734, 4400
SG, Wayne Ellington, 17.0814, 3800
PF, Kevin Love, 28.5998, 7400
SF, Chandler Parsons, 22.4679, 5100
PG, Ricky Rubio, 34.036699999999996, 7600
PF, Anthony Tolliver, 13.749600000000001, 3600
SF, Derrick Williams, 17.5569, 3800
SG, Arron Afflalo, 23.388699999999996, 4600
PF, Kenneth Faried, 29.853499999999997, 6500
SF, Danilo Gallinari, 29.411999999999995, 7100
PG, Andre Miller, 5.0043, 3500
C, Timofey Mozgov, 11.2867, 3500
SG, Tyreke Evans, 34.428599999999996, 7500
PG, Isaiah Thomas, 33.994899999999994, 8100
C, Hassan Whiteside, 33.884499999999996, 7600
SF, Vince Carter, 3.8193, 3500
SF, Jared Dudley, 13.7948, 3900
PF, Channing Frye, 12.5916, 3500
C, Marcin Gortat, 32.5914, 7000
C, Robin Lopez, 25.9542, 4100
PF, Markieff Morris, 13.478, 4400
SF, Matt Barnes, 18.873299999999997, 5000
PG, Steve Blake, 12.5125, 3500
SF, Al-Farouq Aminu, 20.6234, 5100
SG, Randy Foye, 10.9583, 3500
SG, Eric Gordon, 19.6984, 4800
C, DeAndre Jordan, 37.588100000000004, 7900
C, Chris Kaman, 0.8099000000000001, 3500
PG, Mo Williams, 8.335799999999999, 4200
C, Louis Amundson, 5.1941, 3500
SG, Monta Ellis, 28.1496, 6000
PF, David Lee, 18.4932, 4100
PG, Jeremy Lin, 24.778200000000002, 5300
PF, Andrea Bargnani, 4.0019, 3500
PG, Jose Calderon, 19.8391, 4100
PF, Ed Davis, 12.0491, 3800
SG, DeMar DeRozan, 35.8262, 8200
C, Amir Johnson, 20.572699999999998, 4400
SF, James Johnson, 10.5136, 3500
C, Jonas Valanciunas, 23.2913, 5600
PF, Lavoy Allen, 15.340300000000001, 3600
PF, Spencer Hawes, 14.8099, 3800
PG, Jrue Holiday, 21.6599, 5600
SG, Evan Turner, 26.847099999999998, 5700
C, Nikola Vucevic, 27.9683, 7500
PF, Thaddeus Young, 33.4734, 7100
SF, Carmelo Anthony, 39.2542, 8600
PG, Toney Douglas, 2.7405000000000004, 3500
SG, Iman Shumpert, 13.1894, 4100
C, Brook Lopez, 43.1219, 8500
SG, Anthony Morrow, 12.584499999999998, 3600
PG, Deron Williams, 17.6066, 6200
PF, Kevin Garnett, 13.3889, 3500
SF, Jeff Green, 21.9244, 4800
SF, Paul Pierce, 17.5137, 3900
PF, Tobias Harris, 23.481599999999997, 5900
PF, Ersan Ilyasova, 24.011200000000002, 5200
SG, Brandon Jennings, 14.1548, 5500
PF, Jon Leuer, 19.0306, 4400
PG, Beno Udrih, 7.4464, 3500
SF, Paul George, 39.1313, 8900
PG, George Hill, 26.669999999999998, 5600
SF, Lance Stephenson, 5.2944, 3500
PF, Jonas Jerebko, 8.7058, 3500
PG, Brandon Knight, 29.223, 6700
SF, Kyle Singler, 6.3502, 3500
PG, Rodney Stuckey, 16.977399999999996, 4500
PF, Charlie Villanueva, 7.7437000000000005, 3500
SF, Alonzo Gee, 6.9625, 3500
PG, Kyrie Irving, 24.4651, 7600
PG, Ramon Sessions, 22.5352, 4300
PF, Tristan Thompson, 21.396900000000002, 4700
C, Anderson Varejao, 5.608099999999999, 3500
C, Omer Asik, 10.176799999999998, 3500
SF, Luol Deng, 17.489399999999996, 4400
PF, Trevor Booker, 18.9913, 4300
C, JaVale McGee, 6.773999999999999, 3500
C, Kevin Seraphin, 5.8932, 3500
PG, John Wall, 44.1933, 9900
PF, Ryan Anderson, 23.0579, 5700
PG, Jameer Nelson, 30.503600000000002, 5500
SG, J.J. Redick, 13.9655, 5000
C, Joel Anthony, 2.9733, 3500
PF, Chris Bosh, 37.8073, 7900
PG, Mario Chalmers, 19.0361, 4300
PG, Norris Cole, 24.1481, 4400
PF, Udonis Haslem, 4.0264999999999995, 3500
SF, LeBron James, 36.2637, 9700
SF, Mike Miller, 4.8901, 3500
SG, Dwyane Wade, 30.9583, 7300
PG, D.J. Augustin, 5.9536999999999995, 3500
C, Bismack Biyombo, 18.1535, 4800
SF, Dante Cunningham, 2.9934000000000003, 3500
PF, Boris Diaw, 21.363000000000003, 4200
SG, Gerald Henderson, 11.0823, 3500
PG, Kemba Walker, 45.2942, 8700
SG, Joe Johnson, 18.5798, 5200
C, Zaza Pachulia, 32.8819, 6600
PF, Josh Smith, 8.755499999999998, 3500
PF, Marvin Williams, 18.8933, 4700
PF, Nene Hilario, 0.3291, 4100
C, Tyson Chandler, 17.833900000000003, 4000
PF, David West, 19.197499999999998, 3900
PG, Russell Westbrook, 50.3668, 10700
SF, James Jones, 7.3077, 3500
PF, Kris Humphries, 11.9225, 3500
SG, J.R. Smith, 18.0958, 4600
C, Alexis Ajinca, 8.0321, 3500
PG, Patrick Mills, 0.5571, 3800
SG, Garrett Temple, 16.6687, 4200
SG, Jamal Crawford, 17.417699999999996, 3800
SG, Sasha Vujacic, 2.1155999999999997, 3500
SF, Tayshaun Prince, 11.9403, 3500
PG, Ronnie Price, 16.026899999999998, 3600
SF, Wesley Johnson, 16.9416, 3700
PG, Sonny Weems, 4.5034, 3500
C, Amar'e Stoudemire, 8.926400000000001, 3500
PF, Lance Thomas, 11.503499999999999, 4000
SF, Gerald Green, 17.0616, 3800
SF, P.J. Tucker, 17.3873, 4300
PG, Donald Sloan, 11.6429, 3500
