position, player, projection, salary
C, Matt Bonner, 2.0819, 3500
C, Tim Duncan, 25.262299999999996, 6000
SG, Manu Ginobili, 20.426399999999997, 4600
SG, Danny Green, 15.3641, 3800
SF, Richard Jefferson, 5.4645, 3500
PG, Cory Joseph, 13.7411, 3700
SF, Kawhi Leonard, 34.395599999999995, 8500
PG, Chris Paul, 37.312799999999996, 9000
PF, Jason Smith, 7.220699999999999, 3500
SF, Tony Allen, 16.516, 3900
PF, Darrell Arthur, 10.0133, 3500
PG, Mike Conley, 30.4679, 6500
C, Marc Gasol, 33.025, 7800
PF, Zach Randolph, 28.2402, 6500
SF, Chase Budinger, 10.1097, 3500
PG, Goran Dragic, 26.373099999999997, 5800
PF, Jordan Hill, 18.8756, 4800
SG, Courtney Lee, 18.4381, 4400
PG, Kyle Lowry, 40.1476, 8900
SG, Kevin Martin, 9.8904, 3900
SF, Marcus Morris, 21.438499999999998, 5200
PF, Patrick Patterson, 15.225999999999999, 3600
PF, Luis Scola, 21.3482, 4400
C, Ian Mahinmi, 21.0146, 5000
PF, Dirk Nowitzki, 26.867399999999996, 6900
SF, Jeremy Evans, 3.7958999999999996, 3500
PG, Devin Harris, 13.1992, 3600
SF, Gordon Hayward, 31.9677, 7600
C, Enes Kanter, 22.8358, 4800
SF, C.J. Miles, 21.1615, 4400
C, Cole Aldrich, 12.982199999999999, 4000
C, Nick Collison, 4.340599999999999, 3500
SF, Kevin Durant, 43.22109999999999, 9900
PF, Serge Ibaka, 28.608799999999995, 6500
PG, Reggie Jackson, 28.7379, 7200
C, Kendrick Perkins, 5.8933, 3500
SG, Raymond Felton, 19.9819, 4800
SF, Wesley Matthews, 21.6425, 5100
SF, Bojan Bogdanovic, 21.6946, 4400
SG, Wayne Ellington, 16.7466, 3800
PF, Kevin Love, 32.196200000000005, 7400
SF, Chandler Parsons, 21.8901, 5100
PG, Ricky Rubio, 32.8973, 7600
PF, Anthony Tolliver, 12.842399999999998, 3600
SF, Derrick Williams, 14.981099999999998, 3800
SG, Arron Afflalo, 21.3853, 4600
PF, Kenneth Faried, 29.016499999999997, 6500
SF, Danilo Gallinari, 29.628, 7100
PG, Andre Miller, 8.6817, 3500
C, Timofey Mozgov, 12.8473, 3500
SG, Tyreke Evans, 33.14339999999999, 7500
PG, Isaiah Thomas, 33.903099999999995, 8100
C, Hassan Whiteside, 31.805499999999995, 7600
SF, Vince Carter, 2.3667, 3500
SF, Jared Dudley, 15.501199999999999, 3900
PF, Channing Frye, 12.4404, 3500
C, Marcin Gortat, 30.6366, 7000
C, Robin Lopez, 23.3298, 4100
PF, Markieff Morris, 9.482, 4400
SF, Matt Barnes, 18.392699999999998, 5000
PG, Steve Blake, 9.1375, 3500
SF, Al-Farouq Aminu, 21.0446, 5100
SG, Randy Foye, 10.207699999999999, 3500
SG, Eric Gordon, 21.4696, 4800
C, DeAndre Jordan, 35.573899999999995, 7900
C, Chris Kaman, 0.9881, 3500
PG, Mo Williams, 7.180199999999999, 4200
C, Louis Amundson, 3.2878999999999996, 3500
SG, Monta Ellis, 27.242399999999996, 6000
PF, David Lee, 16.5708, 4100
PG, Jeremy Lin, 27.985799999999998, 5300
PF, Andrea Bargnani, 7.636099999999999, 3500
PG, Jose Calderon, 18.7429, 4100
PF, Ed Davis, 14.7329, 3800
SG, DeMar DeRozan, 34.4978, 8200
C, Amir Johnson, 20.0813, 4400
SF, James Johnson, 14.3584, 3500
C, Jonas Valanciunas, 23.134700000000002, 5600
PF, Lavoy Allen, 14.265699999999999, 3600
PF, Spencer Hawes, 14.9881, 3800
PG, Jrue Holiday, 24.538099999999996, 5600
SG, Evan Turner, 27.6949, 5700
C, Nikola Vucevic, 30.9977, 7500
PF, Thaddeus Young, 31.194599999999998, 7100
SF, Carmelo Anthony, 36.6298, 8600
PG, Toney Douglas, 3.4694999999999996, 3500
SG, Iman Shumpert, 14.798599999999997, 4100
C, Brook Lopez, 38.1161, 8500
SG, Anthony Morrow, 10.505499999999998, 3600
PG, Deron Williams, 23.1254, 6200
PF, Kevin Garnett, 13.1891, 3500
SF, Jeff Green, 20.5636, 4800
SF, Paul Pierce, 14.1603, 3900
PF, Tobias Harris, 24.9504, 5900
PF, Ersan Ilyasova, 22.4128, 5200
SG, Brandon Jennings, 16.9412, 5500
PF, Jon Leuer, 19.5814, 4400
PG, Beno Udrih, 4.6815999999999995, 3500
SF, Paul George, 37.8947, 8900
PG, George Hill, 26.13, 5600
SF, Lance Stephenson, 3.3936, 3500
PF, Jonas Jerebko, 7.0102, 3500
PG, Brandon Knight, 31.436999999999998, 6700
SF, Kyle Singler, 5.4538, 3500
PG, Rodney Stuckey, 18.3706, 4500
PF, Charlie Villanueva, 4.9303, 3500
SF, Alonzo Gee, 6.2875, 3500
PG, Kyrie Irving, 25.636899999999997, 7600
PG, Ramon Sessions, 21.3688, 4300
PF, Tristan Thompson, 23.1411, 4700
C, Anderson Varejao, 5.7539, 3500
C, Omer Asik, 11.5592, 3500
SF, Luol Deng, 19.098599999999998, 4400
PF, Trevor Booker, 18.834699999999998, 4300
C, JaVale McGee, 9.905999999999999, 3500
C, Kevin Seraphin, 3.9707999999999997, 3500
PG, John Wall, 40.472699999999996, 9900
PF, Ryan Anderson, 24.100099999999998, 5700
PG, Jameer Nelson, 25.1684, 5500
SG, J.J. Redick, 18.7445, 5000
C, Joel Anthony, 2.4927, 3500
PF, Chris Bosh, 36.1387, 7900
PG, Mario Chalmers, 17.8859, 4300
PG, Norris Cole, 23.213899999999995, 4400
PF, Udonis Haslem, 2.7035, 3500
SF, LeBron James, 41.0103, 9700
SF, Mike Miller, 4.7119, 3500
SG, Dwyane Wade, 30.207699999999996, 7300
PG, D.J. Augustin, 6.9203, 3500
C, Bismack Biyombo, 17.316499999999998, 4800
SF, Dante Cunningham, 2.8746, 3500
PF, Boris Diaw, 17.097, 4200
SG, Gerald Henderson, 10.7637, 3500
PG, Kemba Walker, 41.5898, 8700
SG, Joe Johnson, 20.016199999999998, 5200
C, Zaza Pachulia, 28.9561, 6600
PF, Josh Smith, 9.7545, 3500
PF, Marvin Williams, 20.572699999999998, 4700
PF, Nene Hilario, 6.2528999999999995, 4100
C, Tyson Chandler, 18.4441, 4000
PF, David West, 15.552499999999998, 3900
PG, Russell Westbrook, 47.9692, 10700
SF, James Jones, 3.8463000000000003, 3500
PF, Kris Humphries, 6.927499999999999, 3500
SG, J.R. Smith, 18.0202, 4600
C, Alexis Ajinca, 8.6099, 3500
PG, Patrick Mills, 10.5849, 3800
SG, Garrett Temple, 17.9053, 4200
SG, Jamal Crawford, 17.7363, 3800
SG, Sasha Vujacic, 2.3964, 3500
SF, Tayshaun Prince, 10.8657, 3500
PG, Ronnie Price, 12.911099999999998, 3600
SF, Wesley Johnson, 14.090399999999999, 3700
PG, Sonny Weems, 2.7645999999999997, 3500
C, Amar'e Stoudemire, 9.401599999999998, 3500
PF, Lance Thomas, 13.366499999999998, 4000
SF, Gerald Green, 16.3704, 3800
SF, P.J. Tucker, 18.9587, 4300
PG, Donald Sloan, 12.415099999999999, 3500
PF, Andrew Nicholson, 8.974599999999999, 3600
SF, Will Barton, 32.678599999999996, 7300
PG, Jared Cunningham, 5.6815, 3500
PF, Mirza Teletovic, 16.415399999999998, 3900
PG, Brian Roberts, 6.1677, 3500
PG, Pablo Prigioni, 4.3157000000000005, 3500
SF, Maurice Harkless, 14.895599999999998, 3600
PF, Kyle O'Quinn, 11.1207, 3800
SG, John Jenkins, 2.8640999999999996, 3500
SG, Jeremy Lamb, 22.4975, 4500
SF, Jae Crowder, 28.4257, 6200
SF, Evan Fournier, 19.5021, 5000
SG, Dion Waiters, 14.290199999999999, 4000
C, Tyler Zeller, 5.1476, 3500
C, Thomas Robinson, 6.7317, 3500
PF, Jared Sullinger, 20.253999999999998, 5600
PG, Austin Rivers, 14.7884, 4000
C, Andre Drummond, 38.4704, 9200
SF, Terrence Ross, 16.6344, 3900
PF, Meyers Leonard, 17.4206, 4000
PG, Damian Lillard, 35.0415, 8800
PF, Anthony Davis, 44.2885, 10200
C, Aron Baynes, 10.738199999999999, 3700
SG, Victor Oladipo, 26.3262, 5700
SF, Otto Porter, 26.0805, 5900
C, Cody Zeller, 23.8812, 4700
C, Alex Len, 13.416399999999998, 4300
SG, Kentavious Caldwell-Pope, 23.5719, 5900
PG, Trey Burke, 22.2821, 4900
SG, C.J. McCollum, 30.950599999999998, 8200
C, Steven Adams, 18.834699999999998, 4200
C, Kelly Olynyk, 21.5557, 4300
SG, Shabazz Muhammad, 15.9844, 3900
PG, Shane Larkin, 18.716099999999997, 4300
PF, Gorgui Dieng, 22.402699999999996, 5000
C, Mason Plumlee, 19.397599999999997, 5000
SF, Solomon Hill, 6.7817, 3500
SG, Andre Roberson, 13.155899999999999, 3500
SG, Archie Goodwin, 8.2275, 3500
SG, Allen Crabbe, 20.0351, 4600
C, Jeff Withey, 26.618299999999998, 4700
PG, Raul Neto, 9.8162, 3500
C, Joffrey Lauvergne, 10.101799999999999, 3900
PG, Matthew Dellavedova, 18.2099, 4400
C, Dewayne Dedmon, 3.8971999999999998, 3500
SF, Andrew Wiggins, 28.8502, 6600
SF, Aaron Gordon, 17.8338, 3600
PG, Marcus Smart, 16.4221, 4800
PF, Noah Vonleh, 11.4615, 3500
PG, Zach LaVine, 15.891699999999998, 4300
SF, T.J. Warren, 17.862699999999997, 4300
PF, Adreian Payne, 4.1225, 3500
C, Jusuf Nurkic, 9.2366, 3900
SG, Gary Harris, 20.427799999999998, 4300
SG, Rodney Hood, 25.427999999999997, 5600
PG, Shabazz Napier, 5.3877, 3500
SG, P.J. Hairston, 9.248, 3500
SF, Kyle Anderson, 6.6943, 3500
PF, Glenn Robinson III, 4.4375, 3500
SG, Markel Brown, 1.8171, 3500
PF, Dwight Powell, 11.5471, 3500
SF, Kostas Papanikolaou, 5.317499999999999, 3500
SF, Joe Ingles, 7.4751, 3500
SG, Elijah Millsap, 3.4562, 3500
PG, Langston Galloway, 13.0344, 3900
PG, Tyler Johnson, 17.7155, 4000
PF, JaMychal Green, 10.0398, 3500
PG, Tim Frazier, 7.344399999999999, 3500
C, Karl-Anthony Towns, 32.261799999999994, 7500
PF, Kristaps Porzingis, 26.386999999999997, 6200
SG, Mario Hezonja, 7.777799999999999, 3500
PG, Emmanuel Mudiay, 16.1907, 4900
SF, Stanley Johnson, 15.468399999999999, 3800
PF, Frank Kaminsky, 19.063200000000002, 4000
SF, Justise Winslow, 14.2768, 3500
PF, Trey Lyles, 10.2079, 3500
SG, Devin Booker, 18.817099999999996, 3600
PG, Cameron Payne, 15.546399999999998, 3700
SF, Kelly Oubre, 10.927699999999998, 3500
PG, Jerian Grant, 8.0902, 3500
PG, Tyus Jones, 4.9401, 3500
SG, Pat Connaughton, 1.5554999999999999, 3500
SG, Joseph Young, 2.1146999999999996, 3500
PF, Nemanja Bjelica, 4.3895, 3500
C, Nikola Jokic, 17.7695, 4500
C, Boban Marjanovic, 7.8432, 3500
SF, Jonathon Simmons, 9.211300000000001, 3600
SF, Jarell Eddie, 3.2831999999999995, 3500
