position, player, projection, salary
C, Matt Bonner, 1.8540999999999999, 3500
C, Tim Duncan, 24.4497, 6000
SG, Manu Ginobili, 20.5896, 4600
SG, Danny Green, 16.3399, 3800
SF, Richard Jefferson, 7.2155000000000005, 3500
PG, Cory Joseph, 12.642900000000001, 3700
SF, Kawhi Leonard, 32.6684, 8500
PG, Chris Paul, 38.3192, 9000
PF, Jason Smith, 10.7873, 3500
SF, Tony Allen, 16.924, 3900
PF, Darrell Arthur, 11.1387, 3500
PG, Mike Conley, 30.308100000000003, 6500
C, Marc Gasol, 32.175000000000004, 7800
PF, Zach Randolph, 29.647800000000004, 6500
SF, Chase Budinger, 11.058300000000001, 3500
PG, Goran Dragic, 26.090899999999998, 5800
PF, Jordan Hill, 19.188399999999998, 4800
SG, Courtney Lee, 20.0259, 4400
PG, Kyle Lowry, 40.5964, 8900
SG, Kevin Martin, 11.6856, 3900
SF, Marcus Morris, 20.4015, 5200
PF, Patrick Patterson, 14.613999999999999, 3600
PF, Luis Scola, 21.2598, 4400
C, Ian Mahinmi, 20.4094, 5000
PF, Dirk Nowitzki, 26.5886, 6900
SF, Jeremy Evans, 3.5000999999999998, 3500
PG, Devin Harris, 11.6488, 3600
SF, Gordon Hayward, 33.1203, 7600
C, Enes Kanter, 22.516199999999998, 4800
SF, C.J. Miles, 22.1985, 4400
C, Cole Aldrich, 17.5858, 4000
C, Nick Collison, 3.1234, 3500
SF, Kevin Durant, 44.16289999999999, 9900
PF, Serge Ibaka, 28.6632, 6500
PG, Reggie Jackson, 28.238100000000003, 7200
C, Kendrick Perkins, 5.6587000000000005, 3500
SG, Raymond Felton, 19.7541, 4800
SF, Wesley Matthews, 21.5575, 5100
SF, Bojan Bogdanovic, 23.129400000000004, 4400
SG, Wayne Ellington, 16.957400000000003, 3800
PF, Kevin Love, 29.9318, 7400
SF, Chandler Parsons, 22.2539, 5100
PG, Ricky Rubio, 33.6147, 7600
PF, Anthony Tolliver, 13.4136, 3600
SF, Derrick Williams, 16.602899999999998, 3800
SG, Arron Afflalo, 22.6467, 4600
PF, Kenneth Faried, 29.5435, 6500
SF, Danilo Gallinari, 29.491999999999997, 7100
PG, Andre Miller, 6.3663, 3500
C, Timofey Mozgov, 11.8647, 3500
SG, Tyreke Evans, 33.952600000000004, 7500
PG, Isaiah Thomas, 33.9609, 8100
C, Hassan Whiteside, 33.1145, 7600
SF, Vince Carter, 3.2813, 3500
SF, Jared Dudley, 14.4268, 3900
PF, Channing Frye, 12.5356, 3500
C, Marcin Gortat, 31.867400000000004, 7000
C, Robin Lopez, 24.982200000000002, 4100
PF, Markieff Morris, 11.998, 4400
SF, Matt Barnes, 18.6953, 5000
PG, Steve Blake, 11.2625, 3500
SF, Al-Farouq Aminu, 20.779400000000003, 5100
SG, Randy Foye, 10.6803, 3500
SG, Eric Gordon, 20.354400000000002, 4800
C, DeAndre Jordan, 36.8421, 7900
C, Chris Kaman, 0.8759000000000001, 3500
PG, Mo Williams, 7.907800000000001, 4200
C, Louis Amundson, 4.488099999999999, 3500
SG, Monta Ellis, 27.8136, 6000
PF, David Lee, 17.781200000000002, 4100
PG, Jeremy Lin, 25.9662, 5300
PF, Andrea Bargnani, 5.347899999999999, 3500
PG, Jose Calderon, 19.4331, 4100
PF, Ed Davis, 13.0431, 3800
SG, DeMar DeRozan, 35.3342, 8200
C, Amir Johnson, 20.390700000000002, 4400
SF, James Johnson, 11.937600000000002, 3500
C, Jonas Valanciunas, 23.233300000000003, 5600
PF, Lavoy Allen, 14.942300000000001, 3600
PF, Spencer Hawes, 14.875900000000001, 3800
PG, Jrue Holiday, 22.7259, 5600
SG, Evan Turner, 27.161100000000005, 5700
C, Nikola Vucevic, 29.090300000000003, 7500
PF, Thaddeus Young, 32.629400000000004, 7100
SF, Carmelo Anthony, 38.2822, 8600
PG, Toney Douglas, 3.0105000000000004, 3500
SG, Iman Shumpert, 13.7854, 4100
C, Brook Lopez, 41.2679, 8500
SG, Anthony Morrow, 11.814499999999999, 3600
PG, Deron Williams, 19.6506, 6200
PF, Kevin Garnett, 13.314900000000002, 3500
SF, Jeff Green, 21.4204, 4800
SF, Paul Pierce, 16.2717, 3900
PF, Tobias Harris, 24.0256, 5900
PF, Ersan Ilyasova, 23.419200000000004, 5200
SG, Brandon Jennings, 15.186800000000002, 5500
PF, Jon Leuer, 19.2346, 4400
PG, Beno Udrih, 6.4224, 3500
SF, Paul George, 38.673300000000005, 8900
PG, George Hill, 26.470000000000002, 5600
SF, Lance Stephenson, 4.590400000000001, 3500
PF, Jonas Jerebko, 8.0778, 3500
PG, Brandon Knight, 30.043, 6700
SF, Kyle Singler, 6.018200000000001, 3500
PG, Rodney Stuckey, 17.4934, 4500
PF, Charlie Villanueva, 6.701700000000001, 3500
SF, Alonzo Gee, 6.7125, 3500
PG, Kyrie Irving, 24.8991, 7600
PG, Ramon Sessions, 22.1032, 4300
PF, Tristan Thompson, 22.0429, 4700
C, Anderson Varejao, 5.6621, 3500
C, Omer Asik, 10.6888, 3500
SF, Luol Deng, 18.0854, 4400
PF, Trevor Booker, 18.933300000000003, 4300
C, JaVale McGee, 7.934, 3500
C, Kevin Seraphin, 5.1812000000000005, 3500
PG, John Wall, 42.8153, 9900
PF, Ryan Anderson, 23.4439, 5700
PG, Jameer Nelson, 28.5276, 5500
SG, J.J. Redick, 15.7355, 5000
C, Joel Anthony, 2.7953, 3500
PF, Chris Bosh, 37.1893, 7900
PG, Mario Chalmers, 18.6101, 4300
PG, Norris Cole, 23.8021, 4400
PF, Udonis Haslem, 3.5364999999999998, 3500
SF, LeBron James, 38.021699999999996, 9700
SF, Mike Miller, 4.8241000000000005, 3500
SG, Dwyane Wade, 30.680300000000003, 7300
PG, D.J. Augustin, 6.3117, 3500
C, Bismack Biyombo, 17.8435, 4800
SF, Dante Cunningham, 2.9494, 3500
PF, Boris Diaw, 19.783, 4200
SG, Gerald Henderson, 10.964300000000001, 3500
PG, Kemba Walker, 43.922200000000004, 8700
SG, Joe Johnson, 19.111800000000002, 5200
C, Zaza Pachulia, 31.4279, 6600
PF, Josh Smith, 9.1255, 3500
PF, Marvin Williams, 19.5153, 4700
PF, Nene Hilario, 2.5231000000000003, 4100
C, Tyson Chandler, 18.059900000000003, 4000
PF, David West, 17.8475, 3900
PG, Russell Westbrook, 49.4788, 10700
SF, James Jones, 6.0257000000000005, 3500
PF, Kris Humphries, 10.0725, 3500
SG, J.R. Smith, 18.067800000000002, 4600
C, Alexis Ajinca, 8.2461, 3500
PG, Patrick Mills, 4.271100000000001, 3800
SG, Garrett Temple, 17.126700000000003, 4200
SG, Jamal Crawford, 17.5357, 3800
SG, Sasha Vujacic, 2.2196000000000002, 3500
SF, Tayshaun Prince, 11.542300000000001, 3500
PG, Ronnie Price, 14.872900000000001, 3600
SF, Wesley Johnson, 15.885600000000002, 3700
PG, Sonny Weems, 3.8594, 3500
C, Amar'e Stoudemire, 9.102400000000001, 3500
PF, Lance Thomas, 12.1935, 4000
SF, Gerald Green, 16.805600000000002, 3800
SF, P.J. Tucker, 17.969300000000004, 4300
PG, Donald Sloan, 11.9289, 3500
PF, Andrew Nicholson, 12.4494, 3600
SF, Will Barton, 33.7054, 7300
PG, Jared Cunningham, 4.6785, 3500
PF, Mirza Teletovic, 17.360599999999998, 3900
PG, Brian Roberts, 7.3203, 3500
PG, Pablo Prigioni, 6.692300000000001, 3500
SF, Maurice Harkless, 16.5684, 3600
PF, Kyle O'Quinn, 11.2873, 3800
SG, John Jenkins, 3.8399, 3500
SG, Jeremy Lamb, 21.9025, 4500
SF, Jae Crowder, 29.7823, 6200
SF, Evan Fournier, 19.3219, 5000
SG, Dion Waiters, 13.997800000000002, 4000
C, Tyler Zeller, 5.5964, 3500
C, Thomas Robinson, 6.116300000000001, 3500
PF, Jared Sullinger, 19.506, 5600
PG, Austin Rivers, 16.107599999999998, 4000
C, Andre Drummond, 38.90560000000001, 9200
SF, Terrence Ross, 15.3016, 3900
PF, Meyers Leonard, 18.2434, 4000
