position, player, projection, salary
C, Matt Bonner, 2.3231000000000006, 3500
C, Tim Duncan, 26.122700000000002, 6000
SG, Manu Ginobili, 20.253600000000002, 4600
SG, Danny Green, 14.330900000000002, 3800
SF, Richard Jefferson, 3.6105, 3500
PG, Cory Joseph, 14.903900000000002, 3700
SF, Kawhi Leonard, 36.224399999999996, 8500
PG, Chris Paul, 36.24720000000001, 9000
PF, Jason Smith, 3.4443, 3500
SF, Tony Allen, 16.084, 3900
PF, Darrell Arthur, 8.8217, 3500
PG, Mike Conley, 30.637100000000004, 6500
C, Marc Gasol, 33.925000000000004, 7800
PF, Zach Randolph, 26.7498, 6500
SF, Chase Budinger, 9.105300000000002, 3500
PG, Goran Dragic, 26.6719, 5800
PF, Jordan Hill, 18.544400000000003, 4800
SG, Courtney Lee, 16.7569, 4400
PG, Kyle Lowry, 39.6724, 8900
SG, Kevin Martin, 7.989600000000001, 3900
SF, Marcus Morris, 22.536500000000004, 5200
PF, Patrick Patterson, 15.874, 3600
PF, Luis Scola, 21.4418, 4400
C, Ian Mahinmi, 21.6554, 5000
PF, Dirk Nowitzki, 27.162599999999998, 6900
SF, Jeremy Evans, 4.109100000000001, 3500
PG, Devin Harris, 14.840800000000002, 3600
SF, Gordon Hayward, 30.747300000000003, 7600
C, Enes Kanter, 23.1742, 4800
SF, C.J. Miles, 20.063500000000005, 4400
C, Cole Aldrich, 8.107800000000001, 4000
C, Nick Collison, 5.6293999999999995, 3500
SF, Kevin Durant, 42.22390000000001, 9900
PF, Serge Ibaka, 28.5512, 6500
PG, Reggie Jackson, 29.267100000000003, 7200
C, Kendrick Perkins, 6.1417, 3500
SG, Raymond Felton, 20.2231, 4800
SF, Wesley Matthews, 21.7325, 5100
SF, Bojan Bogdanovic, 20.1754, 4400
SG, Wayne Ellington, 16.523400000000002, 3800
PF, Kevin Love, 34.5938, 7400
SF, Chandler Parsons, 21.5049, 5100
PG, Ricky Rubio, 32.137699999999995, 7600
PF, Anthony Tolliver, 12.2376, 3600
SF, Derrick Williams, 13.263900000000001, 3800
SG, Arron Afflalo, 20.0497, 4600
PF, Kenneth Faried, 28.458500000000004, 6500
SF, Danilo Gallinari, 29.772000000000002, 7100
PG, Andre Miller, 11.1333, 3500
C, Timofey Mozgov, 13.8877, 3500
SG, Tyreke Evans, 32.2866, 7500
PG, Isaiah Thomas, 33.8419, 8100
C, Hassan Whiteside, 30.4195, 7600
SF, Vince Carter, 1.3982999999999999, 3500
SF, Jared Dudley, 16.6388, 3900
PF, Channing Frye, 12.3396, 3500
C, Marcin Gortat, 29.3334, 7000
C, Robin Lopez, 21.5802, 4100
PF, Markieff Morris, 6.818, 4400
SF, Matt Barnes, 18.072300000000002, 5000
PG, Steve Blake, 6.887500000000001, 3500
SF, Al-Farouq Aminu, 21.325400000000002, 5100
SG, Randy Foye, 9.7073, 3500
SG, Eric Gordon, 22.6504, 4800
C, DeAndre Jordan, 34.231100000000005, 7900
C, Chris Kaman, 1.1069, 3500
PG, Mo Williams, 6.409800000000001, 4200
C, Louis Amundson, 2.0171, 3500
SG, Monta Ellis, 26.637600000000003, 6000
PF, David Lee, 15.2892, 4100
PG, Jeremy Lin, 30.124200000000002, 5300
PF, Andrea Bargnani, 10.0589, 3500
PG, Jose Calderon, 18.012100000000004, 4100
PF, Ed Davis, 16.522100000000002, 3800
SG, DeMar DeRozan, 33.6122, 8200
C, Amir Johnson, 19.753700000000002, 4400
SF, James Johnson, 16.9216, 3500
C, Jonas Valanciunas, 23.030300000000004, 5600
PF, Lavoy Allen, 13.5493, 3600
PF, Spencer Hawes, 15.106900000000001, 3800
PG, Jrue Holiday, 26.456899999999997, 5600
SG, Evan Turner, 28.260100000000005, 5700
C, Nikola Vucevic, 33.0173, 7500
PF, Thaddeus Young, 29.6754, 7100
SF, Carmelo Anthony, 34.8802, 8600
PG, Toney Douglas, 3.9555000000000002, 3500
SG, Iman Shumpert, 15.8714, 4100
C, Brook Lopez, 34.77890000000001, 8500
SG, Anthony Morrow, 9.119499999999999, 3600
PG, Deron Williams, 26.8046, 6200
PF, Kevin Garnett, 13.055900000000001, 3500
SF, Jeff Green, 19.6564, 4800
SF, Paul Pierce, 11.924700000000001, 3900
PF, Tobias Harris, 25.929600000000004, 5900
