position, player, projection, salary
C, Matt Bonner, 2.0015, 3500
C, Tim Duncan, 24.9755, 6000
SG, Manu Ginobili, 20.484, 4600
SG, Danny Green, 15.7085, 3800
SF, Richard Jefferson, 6.082500000000001, 3500
PG, Cory Joseph, 13.3535, 3700
SF, Kawhi Leonard, 33.786, 8500
PG, Chris Paul, 37.668000000000006, 9000
PF, Jason Smith, 8.4795, 3500
SF, Tony Allen, 16.66, 3900
PF, Darrell Arthur, 10.4105, 3500
PG, Mike Conley, 30.4115, 6500
C, Marc Gasol, 32.725, 7800
PF, Zach Randolph, 28.737000000000002, 6500
SF, Chase Budinger, 10.444500000000001, 3500
PG, Goran Dragic, 26.273500000000002, 5800
PF, Jordan Hill, 18.986, 4800
SG, Courtney Lee, 18.998500000000003, 4400
PG, Kyle Lowry, 40.306, 8900
SG, Kevin Martin, 10.524000000000001, 3900
SF, Marcus Morris, 21.0725, 5200
PF, Patrick Patterson, 15.010000000000002, 3600
PF, Luis Scola, 21.317, 4400
C, Ian Mahinmi, 20.801000000000002, 5000
PF, Dirk Nowitzki, 26.769, 6900
SF, Jeremy Evans, 3.6915, 3500
PG, Devin Harris, 12.652000000000001, 3600
SF, Gordon Hayward, 32.3745, 7600
C, Enes Kanter, 22.723, 4800
SF, C.J. Miles, 21.527500000000003, 4400
C, Cole Aldrich, 14.607, 4000
C, Nick Collison, 3.9109999999999996, 3500
SF, Kevin Durant, 43.5535, 9900
PF, Serge Ibaka, 28.628, 6500
PG, Reggie Jackson, 28.561500000000002, 7200
C, Kendrick Perkins, 5.810500000000001, 3500
SG, Raymond Felton, 19.9015, 4800
SF, Wesley Matthews, 21.6125, 5100
SF, Bojan Bogdanovic, 22.201, 4400
SG, Wayne Ellington, 16.821, 3800
PF, Kevin Love, 31.397000000000002, 7400
SF, Chandler Parsons, 22.018500000000003, 5100
PG, Ricky Rubio, 33.1505, 7600
PF, Anthony Tolliver, 13.044, 3600
SF, Derrick Williams, 15.553500000000001, 3800
SG, Arron Afflalo, 21.8305, 4600
PF, Kenneth Faried, 29.2025, 6500
SF, Danilo Gallinari, 29.580000000000002, 7100
PG, Andre Miller, 7.8645, 3500
C, Timofey Mozgov, 12.5005, 3500
SG, Tyreke Evans, 33.429, 7500
PG, Isaiah Thomas, 33.923500000000004, 8100
C, Hassan Whiteside, 32.2675, 7600
SF, Vince Carter, 2.6895, 3500
SF, Jared Dudley, 15.122, 3900
PF, Channing Frye, 12.474, 3500
C, Marcin Gortat, 31.071000000000005, 7000
C, Robin Lopez, 23.913000000000004, 4100
PF, Markieff Morris, 10.370000000000001, 4400
SF, Matt Barnes, 18.4995, 5000
PG, Steve Blake, 9.887500000000001, 3500
SF, Al-Farouq Aminu, 20.951, 5100
SG, Randy Foye, 10.374500000000001, 3500
SG, Eric Gordon, 21.076, 4800
C, DeAndre Jordan, 36.0215, 7900
C, Chris Kaman, 0.9485, 3500
PG, Mo Williams, 7.437000000000001, 4200
C, Louis Amundson, 3.7115, 3500
SG, Monta Ellis, 27.444000000000003, 6000
PF, David Lee, 16.998, 4100
PG, Jeremy Lin, 27.273000000000003, 5300
PF, Andrea Bargnani, 6.8285, 3500
PG, Jose Calderon, 18.9865, 4100
PF, Ed Davis, 14.136500000000002, 3800
SG, DeMar DeRozan, 34.793, 8200
C, Amir Johnson, 20.1905, 4400
SF, James Johnson, 13.504000000000001, 3500
C, Jonas Valanciunas, 23.169500000000003, 5600
PF, Lavoy Allen, 14.5045, 3600
PF, Spencer Hawes, 14.948500000000001, 3800
PG, Jrue Holiday, 23.8985, 5600
SG, Evan Turner, 27.506500000000003, 5700
C, Nikola Vucevic, 30.3245, 7500
PF, Thaddeus Young, 31.701000000000004, 7100
SF, Carmelo Anthony, 37.213, 8600
PG, Toney Douglas, 3.3075, 3500
SG, Iman Shumpert, 14.440999999999999, 4100
C, Brook Lopez, 39.228500000000004, 8500
SG, Anthony Morrow, 10.967500000000001, 3600
PG, Deron Williams, 21.899, 6200
PF, Kevin Garnett, 13.233500000000001, 3500
SF, Jeff Green, 20.866, 4800
SF, Paul Pierce, 14.905500000000002, 3900
PF, Tobias Harris, 24.624000000000002, 5900
PF, Ersan Ilyasova, 22.768, 5200
SG, Brandon Jennings, 16.322000000000003, 5500
PF, Jon Leuer, 19.459000000000003, 4400
PG, Beno Udrih, 5.295999999999999, 3500
SF, Paul George, 38.1695, 8900
PG, George Hill, 26.25, 5600
SF, Lance Stephenson, 3.8160000000000007, 3500
PF, Jonas Jerebko, 7.3870000000000005, 3500
PG, Brandon Knight, 30.945000000000004, 6700
SF, Kyle Singler, 5.6530000000000005, 3500
PG, Rodney Stuckey, 18.061, 4500
PF, Charlie Villanueva, 5.5555, 3500
SF, Alonzo Gee, 6.4375, 3500
PG, Kyrie Irving, 25.3765, 7600
PG, Ramon Sessions, 21.628, 4300
PF, Tristan Thompson, 22.753500000000003, 4700
C, Anderson Varejao, 5.721500000000001, 3500
C, Omer Asik, 11.252, 3500
SF, Luol Deng, 18.741, 4400
PF, Trevor Booker, 18.869500000000002, 4300
C, JaVale McGee, 9.21, 3500
C, Kevin Seraphin, 4.398000000000001, 3500
PG, John Wall, 41.2995, 9900
PF, Ryan Anderson, 23.8685, 5700
PG, Jameer Nelson, 26.354000000000003, 5500
SG, J.J. Redick, 17.6825, 5000
C, Joel Anthony, 2.5995, 3500
PF, Chris Bosh, 36.5095, 7900
PG, Mario Chalmers, 18.1415, 4300
PG, Norris Cole, 23.4215, 4400
PF, Udonis Haslem, 2.9974999999999996, 3500
SF, LeBron James, 39.9555, 9700
SF, Mike Miller, 4.7515, 3500
SG, Dwyane Wade, 30.3745, 7300
PG, D.J. Augustin, 6.705500000000001, 3500
