position, player, projection, salary
C, Matt Bonner, 1.7670000000000001, 3500
C, Tim Duncan, 24.139, 6000
SG, Manu Ginobili, 20.651999999999997, 4600
SG, Danny Green, 16.713, 3800
SF, Richard Jefferson, 7.885000000000001, 3500
PG, Cory Joseph, 12.223, 3700
SF, Kawhi Leonard, 32.008, 8500
PG, Chris Paul, 38.704, 9000
PF, Jason Smith, 12.151, 3500
SF, Tony Allen, 17.080000000000002, 3900
PF, Darrell Arthur, 11.569, 3500
PG, Mike Conley, 30.247, 6500
C, Marc Gasol, 31.85, 7800
PF, Zach Randolph, 30.186000000000003, 6500
SF, Chase Budinger, 11.421, 3500
PG, Goran Dragic, 25.982999999999997, 5800
PF, Jordan Hill, 19.308, 4800
SG, Courtney Lee, 20.633000000000003, 4400
PG, Kyle Lowry, 40.768, 8900
SG, Kevin Martin, 12.372000000000002, 3900
SF, Marcus Morris, 20.005, 5200
PF, Patrick Patterson, 14.379999999999999, 3600
PF, Luis Scola, 21.226, 4400
C, Ian Mahinmi, 20.178, 5000
PF, Dirk Nowitzki, 26.482, 6900
SF, Jeremy Evans, 3.3869999999999996, 3500
PG, Devin Harris, 11.056, 3600
SF, Gordon Hayward, 33.561, 7600
C, Enes Kanter, 22.394, 4800
SF, C.J. Miles, 22.595, 4400
C, Cole Aldrich, 19.346, 4000
C, Nick Collison, 2.658, 3500
SF, Kevin Durant, 44.523, 9900
PF, Serge Ibaka, 28.683999999999997, 6500
PG, Reggie Jackson, 28.047, 7200
C, Kendrick Perkins, 5.569, 3500
SG, Raymond Felton, 19.667, 4800
SF, Wesley Matthews, 21.525000000000002, 5100
SF, Bojan Bogdanovic, 23.678, 4400
SG, Wayne Ellington, 17.038000000000004, 3800
PF, Kevin Love, 29.066, 7400
SF, Chandler Parsons, 22.393, 5100
PG, Ricky Rubio, 33.889, 7600
PF, Anthony Tolliver, 13.632000000000001, 3600
SF, Derrick Williams, 17.223, 3800
SG, Arron Afflalo, 23.129, 4600
PF, Kenneth Faried, 29.745, 6500
SF, Danilo Gallinari, 29.44, 7100
PG, Andre Miller, 5.481, 3500
C, Timofey Mozgov, 11.489, 3500
SG, Tyreke Evans, 34.262, 7500
PG, Isaiah Thomas, 33.983000000000004, 8100
C, Hassan Whiteside, 33.615, 7600
SF, Vince Carter, 3.631, 3500
SF, Jared Dudley, 14.016, 3900
PF, Channing Frye, 12.572, 3500
C, Marcin Gortat, 32.338, 7000
C, Robin Lopez, 25.614, 4100
PF, Markieff Morris, 12.96, 4400
SF, Matt Barnes, 18.811, 5000
PG, Steve Blake, 12.075, 3500
SF, Al-Farouq Aminu, 20.678000000000004, 5100
SG, Randy Foye, 10.861, 3500
SG, Eric Gordon, 19.928, 4800
C, DeAndre Jordan, 37.327000000000005, 7900
C, Chris Kaman, 0.8330000000000001, 3500
PG, Mo Williams, 8.186, 4200
C, Louis Amundson, 4.946999999999999, 3500
SG, Monta Ellis, 28.032, 6000
PF, David Lee, 18.244000000000003, 4100
PG, Jeremy Lin, 25.194000000000003, 5300
PF, Andrea Bargnani, 4.473, 3500
PG, Jose Calderon, 19.697, 4100
PF, Ed Davis, 12.397000000000002, 3800
SG, DeMar DeRozan, 35.654, 8200
C, Amir Johnson, 20.509000000000004, 4400
SF, James Johnson, 11.012000000000002, 3500
C, Jonas Valanciunas, 23.271, 5600
PF, Lavoy Allen, 15.201, 3600
PF, Spencer Hawes, 14.833, 3800
PG, Jrue Holiday, 22.033, 5600
SG, Evan Turner, 26.957, 5700
C, Nikola Vucevic, 28.361, 7500
PF, Thaddeus Young, 33.178000000000004, 7100
SF, Carmelo Anthony, 38.914, 8600
PG, Toney Douglas, 2.835, 3500
SG, Iman Shumpert, 13.398, 4100
